face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,participant
detected_faces\00672.jpg,White,White,Female,20-29,"[0.83904773 0.00152342 0.01605736 0.06794206 0.01814931 0.0020028
 0.05527732]",[0.7820819  0.0064107  0.2045891  0.00691827],[0.06506479 0.9349352 ],"[2.9059041e-05 2.6323271e-03 6.6104241e-02 5.7037687e-01 2.2936164e-01
 1.0927430e-01 1.7606799e-02 3.3555629e-03 1.2593103e-03]",00672
detected_faces\00670.jpg,White,Asian,Female,20-29,"[9.3795347e-01 3.5349454e-04 1.6390890e-02 2.6487980e-02 1.0411125e-02
 1.2748308e-03 7.1282899e-03]",[0.347185   0.02274468 0.618409   0.01166126],[0.00465367 0.9953463 ],"[3.8390090e-06 1.1673063e-03 5.0830137e-02 7.1693808e-01 2.0661063e-01
 2.3408616e-02 9.2438224e-04 9.6125863e-05 2.0836262e-05]",00670
detected_faces\00669.jpg,White,White,Female,30-39,"[9.4119954e-01 3.9971693e-04 3.0836748e-02 8.5609878e-04 1.2936908e-03
 3.0353223e-04 2.5110632e-02]",[0.93230844 0.00204033 0.0583226  0.00732867],[0.01011341 0.9898865 ],"[4.3419556e-04 3.4666092e-03 2.1340910e-02 2.8504106e-01 4.8692387e-01
 1.7149089e-01 2.6300786e-02 4.5061731e-03 4.9544027e-04]",00669
detected_faces\00668.jpg,Black,Black,Male,19-Oct,"[0.0024854  0.42797408 0.06584977 0.058506   0.24835047 0.1952787
 0.0015556 ]",[7.9722784e-05 5.6944591e-01 2.9424927e-01 1.3622515e-01],[0.70719135 0.29280862],"[0.00153835 0.15385237 0.2589994  0.24799211 0.18641429 0.09595606
 0.02721038 0.02134951 0.00668757]",00668
detected_faces\00667.jpg,Middle Eastern,White,Male,20-29,"[3.0694965e-01 5.7274411e-03 1.3949449e-01 2.9923226e-04 6.0263136e-04
 1.9176459e-02 5.2775013e-01]",[0.87215114 0.02447464 0.0016106  0.10176365],[9.9992406e-01 7.5887714e-05],"[1.2971625e-06 1.2866060e-05 2.8730002e-03 8.0398786e-01 1.9054720e-01
 2.5563498e-03 2.0732841e-05 7.1708200e-07 3.9634330e-08]",00667
detected_faces\00666.jpg,White,Asian,Female,40-49,"[6.9400674e-01 4.1023229e-04 3.0828644e-02 1.5550111e-01 4.4784401e-02
 1.0809570e-03 7.3387869e-02]",[0.4127986  0.00656046 0.5291133  0.05152761],[0.22931805 0.770682  ],"[0.02953112 0.02863999 0.01042155 0.16747248 0.25996906 0.32086802
 0.1224063  0.04638934 0.01430205]",00666
detected_faces\00663.jpg,Latino_Hispanic,Asian,Female,30-39,"[0.29724386 0.00051332 0.4433896  0.05118187 0.0533919  0.00185524
 0.15242426]",[0.16295232 0.00948458 0.8081533  0.01940987],[0.0056908 0.9943092],"[6.6612556e-05 4.5264000e-04 1.0955311e-02 2.5073826e-01 5.1494604e-01
 1.9835821e-01 2.3108823e-02 1.3308510e-03 4.3351076e-05]",00663
detected_faces\00661.jpg,East Asian,Asian,Female,20-29,"[0.2285747  0.00412089 0.06749582 0.39751342 0.26826242 0.00824922
 0.02578356]",[0.04488587 0.22701374 0.5917855  0.13631485],[0.10227832 0.89772165],"[5.57946696e-05 1.29607245e-02 7.28824064e-02 7.84798026e-01
 1.20036818e-01 8.98350030e-03 2.33290208e-04 4.11371875e-05
 8.33353079e-06]",00661
detected_faces\00658.jpg,Middle Eastern,White,Female,20-29,"[4.5539460e-01 3.6329471e-05 4.9305551e-02 1.4654829e-03 1.0286514e-03
 5.0269980e-03 4.8774236e-01]",[9.4808376e-01 2.8861305e-04 3.0115634e-02 2.1512030e-02],[2.521659e-04 9.997478e-01],"[1.1262597e-07 3.0304127e-05 2.0576801e-02 6.2010610e-01 3.4075114e-01
 1.8267633e-02 2.5961958e-04 8.1206936e-06 2.1839256e-07]",00658
detected_faces\00654.jpg,Black,Black,Male,20-29,"[0.2481551  0.32489437 0.2658996  0.05025507 0.04314816 0.0445684
 0.02307939]",[0.07081286 0.8925533  0.02455814 0.01207567],[0.80490255 0.19509743],"[1.2128022e-03 2.5646415e-02 8.6636066e-02 6.2078995e-01 2.1972123e-01
 3.6244057e-02 7.8842826e-03 1.5200385e-03 3.4513642e-04]",00654
detected_faces\00653.jpg,White,White,Male,60-69,"[0.59848565 0.04400007 0.23228736 0.04792525 0.02355216 0.02590173
 0.02784783]",[0.6771628  0.05080481 0.06262532 0.20940702],[0.6895279  0.31047204],"[0.00065345 0.00250324 0.00310417 0.0128046  0.04208495 0.11302638
 0.26906082 0.4097915  0.14697087]",00653
detected_faces\00650.jpg,Black,Black,Male,20-29,"[1.4878468e-03 8.2705432e-01 6.1615389e-02 1.9309057e-02 8.3983988e-02
 6.2635331e-03 2.8583742e-04]",[3.7334327e-04 9.2422885e-01 7.0222408e-02 5.1753679e-03],[0.52015835 0.47984165],"[3.1892399e-05 2.6524523e-02 4.2490989e-01 4.3870196e-01 9.9310748e-02
 9.7367661e-03 7.0417003e-04 7.2328774e-05 7.7401437e-06]",00650
detected_faces\00649.jpg,White,White,Female,20-29,"[9.9910527e-01 8.1562928e-07 2.1337251e-04 2.1255578e-04 9.1504618e-05
 3.9469137e-06 3.7264248e-04]",[9.9967456e-01 5.0617717e-07 3.1753632e-04 7.3998017e-06],[0.00323192 0.9967681 ],"[1.94412387e-05 1.17379669e-02 2.78910458e-01 5.82491875e-01
 1.12806365e-01 1.35398023e-02 4.67333448e-04 2.16895405e-05
 5.02665125e-06]",00649
detected_faces\00646.jpg,White,Black,Male,40-49,"[0.4872162  0.0704048  0.14057106 0.03159871 0.01876093 0.00453802
 0.2469103 ]",[0.24275401 0.45783034 0.2922847  0.00713096],[0.8732665 0.1267335],"[0.00089342 0.00072563 0.00439182 0.08218756 0.16190861 0.29947767
 0.2592015  0.15987827 0.03133547]",00646
detected_faces\00645.jpg,East Asian,Asian,Male,40-49,"[0.14412458 0.06564136 0.17819078 0.38679782 0.14239414 0.00945191
 0.07339945]",[0.22760102 0.16886643 0.5462556  0.05727703],[0.7178982  0.28210187],"[0.00248144 0.00553937 0.02103161 0.16952285 0.2602207  0.29616812
 0.1365854  0.08777452 0.02067601]",00645
detected_faces\00644.jpg,White,White,Male,30-39,"[0.43555105 0.06842268 0.19938235 0.02001266 0.01700457 0.00087013
 0.25875655]",[0.5826648  0.19549069 0.20907342 0.01277111],[0.526197 0.473803],"[0.00073244 0.00762724 0.03252088 0.27211586 0.4534165  0.18484278
 0.04045542 0.00714824 0.00114066]",00644
detected_faces\00643.jpg,White,Black,Male,19-Oct,"[0.35503757 0.02192244 0.3060172  0.11801767 0.03616452 0.00362647
 0.15921411]",[0.16787736 0.5593683  0.20442308 0.06833126],[0.6372488  0.36275125],"[0.02477736 0.2247394  0.27950135 0.06809799 0.14382562 0.13140963
 0.08598709 0.03500383 0.00665773]",00643
detected_faces\00642.jpg,White,Asian,Female,0-2,"[5.8883530e-01 8.2173175e-04 7.4943304e-02 2.6041120e-01 4.6254989e-02
 3.9110379e-04 2.8342454e-02]",[0.32144207 0.00080259 0.6761039  0.00165141],[0.03074539 0.9692547 ],"[0.34596232 0.21259409 0.04287466 0.25712663 0.09347678 0.03422054
 0.00853551 0.00427374 0.00093578]",00642
detected_faces\00641.jpg,East Asian,Asian,Male,20-29,"[0.05629515 0.01358417 0.39469036 0.43830657 0.0898562  0.00264329
 0.00462433]",[0.00518481 0.47237056 0.48659834 0.03584629],[0.5735652 0.4264348],"[0.00214835 0.0219923  0.11005437 0.50304747 0.2807127  0.06717403
 0.01035123 0.00395797 0.00056154]",00641
detected_faces\00638.jpg,Latino_Hispanic,Indian,Female,20-29,"[0.03357772 0.00917569 0.5494776  0.05125429 0.05099937 0.16425808
 0.14125729]",[0.01565618 0.00510618 0.00585696 0.9733807 ],[0.0102448 0.9897552],"[1.1613453e-06 2.1695688e-03 4.2881095e-01 5.4171181e-01 2.6723385e-02
 5.7772960e-04 4.7212720e-06 5.6587470e-07 3.9646917e-08]",00638
detected_faces\00636.jpg,White,White,Male,30-39,"[5.4149979e-01 5.0483336e-04 4.7369499e-02 2.4915817e-01 1.0711952e-01
 5.3724012e-04 5.3811040e-02]",[5.2891558e-01 6.4406771e-04 4.7021824e-01 2.2212633e-04],[0.9955412  0.00445879],"[0.01409314 0.02455028 0.02583874 0.24940164 0.44069847 0.18704316
 0.04845306 0.00837301 0.00154851]",00636
detected_faces\00634.jpg,East Asian,Asian,Female,20-29,"[3.6335245e-01 1.6536428e-04 4.7347393e-02 5.3011519e-01 5.1023137e-02
 7.4941531e-04 7.2470410e-03]",[1.5144652e-01 7.1882532e-04 8.4740239e-01 4.3224849e-04],[0.0050964  0.99490356],"[8.9505578e-05 2.6919559e-02 2.2093496e-01 6.4731872e-01 9.9865168e-02
 4.7544916e-03 9.6962453e-05 1.7807397e-05 2.8889958e-06]",00634
detected_faces\00633.jpg,East Asian,Asian,Female,20-29,"[9.6660972e-02 3.9061386e-04 8.6556509e-02 5.7398593e-01 2.2872445e-01
 2.6855692e-03 1.0996050e-02]",[2.1782208e-02 2.6900822e-04 9.7751260e-01 4.3617038e-04],[0.25232676 0.7476733 ],"[1.4684509e-04 1.0431667e-02 1.3544856e-01 5.7417238e-01 2.6088738e-01
 1.8363599e-02 5.0227554e-04 4.3931355e-05 3.3870194e-06]",00633
detected_faces\00632.jpg,Black,Black,Male,40-49,"[0.01712786 0.6328775  0.18247975 0.04378399 0.0804875  0.0368925
 0.0063508 ]",[0.00247915 0.6922341  0.19280955 0.11247722],[0.991877   0.00812295],"[0.08345103 0.08001802 0.01330972 0.06881157 0.2823034  0.31281057
 0.12455136 0.0296135  0.00513084]",00632
detected_faces\00627.jpg,Middle Eastern,White,Female,20-29,"[3.4071103e-01 1.2130935e-03 2.9744474e-02 1.9936622e-04 1.4974535e-04
 8.0693957e-05 6.2790155e-01]",[9.9246895e-01 5.9810909e-03 1.1632910e-03 3.8670140e-04],[0.00377848 0.9962215 ],"[1.6399858e-07 4.0723276e-04 1.7469785e-01 6.8880224e-01 1.3289967e-01
 3.1674376e-03 2.4768375e-05 7.1364417e-07 1.9896081e-08]",00627
detected_faces\00626.jpg,White,Black,Male,20-29,"[9.6969950e-01 1.1546378e-03 6.2640272e-03 3.6207302e-03 1.5595902e-03
 3.6929120e-04 1.7332260e-02]",[0.21179157 0.7789257  0.00835519 0.00092748],[0.77530706 0.22469299],"[1.1404335e-04 4.0862500e-03 3.1973023e-02 7.5811785e-01 2.0061237e-01
 5.0258492e-03 6.6544781e-05 3.5164742e-06 5.7060186e-07]",00626
detected_faces\00624.jpg,White,White,Male,30-39,"[9.7460473e-01 1.4505889e-03 1.0638420e-02 7.5302414e-05 2.1429916e-04
 5.1328458e-04 1.2503397e-02]",[9.9884433e-01 5.5197615e-04 5.8900431e-04 1.4677854e-05],[0.989593   0.01040695],"[1.07386513e-05 2.16502129e-04 4.73376177e-03 3.52934837e-01
 6.00926876e-01 4.05147411e-02 6.47812674e-04 1.34525735e-05
 1.28102158e-06]",00624
detected_faces\00623.jpg,East Asian,Asian,Male,19-Oct,"[1.6343427e-01 1.1750882e-04 1.4709042e-02 7.4634713e-01 4.6577521e-02
 1.3429975e-03 2.7471533e-02]",[2.2767995e-02 1.9758935e-04 9.7615629e-01 8.7816891e-04],[0.9792936  0.02070639],"[7.07037456e-04 1.35939971e-01 6.06976867e-01 1.85140446e-01
 5.93827367e-02 1.06073525e-02 1.03606074e-03 1.91514904e-04
 1.79962390e-05]",00623
detected_faces\00622.jpg,Black,Black,Female,19-Oct,"[0.00420409 0.87718606 0.10527752 0.00092806 0.00276295 0.00551195
 0.00412942]",[6.5266085e-04 9.7823483e-01 2.5504301e-03 1.8562043e-02],[0.00753798 0.992462  ],"[6.9100308e-05 2.2094110e-02 4.4435513e-01 4.4419339e-01 7.9976983e-02
 8.6880205e-03 5.8635301e-04 3.5404162e-05 1.5531399e-06]",00622
detected_faces\00621.jpg,Black,Black,Female,30-39,"[0.00501704 0.93050456 0.04413878 0.00617285 0.00789503 0.00322363
 0.00304811]",[2.40358058e-04 9.83772039e-01 1.20086467e-03 1.47866625e-02],[0.03630068 0.96369934],"[6.57355267e-05 8.84941604e-04 1.09834485e-02 3.85505915e-01
 4.54205424e-01 1.30196601e-01 1.64451003e-02 1.58689299e-03
 1.25959326e-04]",00621
detected_faces\00619.jpg,Black,Asian,Male,20-29,"[0.0863059  0.68090147 0.07790932 0.09940472 0.05015195 0.00234235
 0.00298426]",[0.3168147  0.06345575 0.61354876 0.00618075],[0.88030344 0.11969653],"[0.00513039 0.02966563 0.03658703 0.31892073 0.29121256 0.18159436
 0.08099584 0.03604607 0.01984732]",00619
detected_faces\00618.jpg,White,White,Male,20-29,"[9.4519353e-01 3.4287854e-04 1.4996680e-02 1.4117972e-02 6.1698607e-03
 3.2615492e-03 1.5917495e-02]",[0.8648359  0.00983413 0.03226405 0.09306588],[0.8068141  0.19318597],"[3.9103157e-05 1.2925930e-03 3.0959852e-02 6.2665671e-01 2.9861376e-01
 3.9612912e-02 2.6082767e-03 1.8378036e-04 3.3075608e-05]",00618
detected_faces\00617.jpg,Middle Eastern,White,Male,20-29,"[0.15249988 0.00563116 0.09678036 0.00155249 0.00522776 0.01051478
 0.7277936 ]",[0.8151009  0.11220632 0.01669319 0.05599964],[0.9965614  0.00343859],"[8.56426923e-05 3.71882762e-03 4.53582928e-02 6.72678292e-01
 2.64971942e-01 1.29463859e-02 2.25546071e-04 1.38877795e-05
 1.21158519e-06]",00617
detected_faces\00616.jpg,White,White,Female,30-39,"[7.2704613e-01 2.7556524e-03 1.2136839e-01 1.0124895e-02 4.8546144e-03
 6.9139991e-04 1.3315895e-01]",[0.7484757  0.0094969  0.23793094 0.00409648],[0.43261722 0.5673828 ],"[3.2700741e-04 3.0199232e-04 5.1411297e-03 2.5951236e-01 5.9086132e-01
 1.3626789e-01 7.2420165e-03 3.3466893e-04 1.1602432e-05]",00616
detected_faces\00613.jpg,Black,Black,Male,30-39,"[2.1118468e-03 9.4173360e-01 1.7717436e-02 1.8185908e-02 1.8767282e-02
 9.7803760e-04 5.0585711e-04]",[9.8233206e-05 9.3634158e-01 6.3539959e-02 2.0275529e-05],[0.91559815 0.08440182],"[0.00048529 0.00564686 0.01339256 0.26325506 0.39065462 0.2448895
 0.06182735 0.01523183 0.00461701]",00613
detected_faces\00611.jpg,Middle Eastern,Black,Male,20-29,"[0.06593555 0.10446195 0.27099472 0.01470567 0.04062804 0.17052758
 0.33274645]",[0.183212   0.42911807 0.0679038  0.3197662 ],[0.9835494  0.01645062],"[2.3923543e-05 8.1466569e-04 1.5686117e-02 5.3548473e-01 4.0300894e-01
 4.3057106e-02 1.8228352e-03 9.4198163e-05 7.4882773e-06]",00611
detected_faces\00610.jpg,Latino_Hispanic,White,Female,30-39,"[0.32063022 0.03167782 0.4262816  0.1453527  0.0635701  0.00192264
 0.01056491]",[0.75639325 0.0116851  0.22580414 0.00611753],[0.22636665 0.7736333 ],"[0.0044857  0.01498599 0.02785583 0.17124538 0.31682527 0.26318854
 0.11882675 0.07003008 0.0125564 ]",00610
detected_faces\00607.jpg,White,White,Female,20-29,"[9.7561347e-01 7.2024750e-06 4.3780780e-03 2.4811858e-05 3.9949478e-05
 1.6777584e-04 1.9768659e-02]",[0.8910364  0.00224526 0.00539985 0.10131849],[0.01096196 0.98903805],"[1.6132547e-07 1.4802935e-05 1.1895789e-02 4.9618858e-01 4.5393902e-01
 3.6634587e-02 1.2831825e-03 4.2205549e-05 1.6723068e-06]",00607
detected_faces\00606.jpg,White,Asian,Male,20-29,"[8.3000052e-01 1.1866572e-03 8.9124506e-03 9.5967680e-02 2.1593420e-02
 3.2638010e-04 4.2012777e-02]",[0.3438329  0.01888751 0.6319378  0.00534186],[0.9626553  0.03734472],"[2.1658310e-01 6.2382475e-02 4.3269854e-02 4.8292252e-01 1.8534581e-01
 8.9705661e-03 4.7765975e-04 3.9660103e-05 8.3732893e-06]",00606
detected_faces\00605.jpg,White,White,Male,20-29,"[0.76690537 0.00198669 0.00762772 0.13946144 0.02579552 0.00131297
 0.0569103 ]",[0.5975159  0.02560916 0.36771035 0.00916468],[0.9967856  0.00321444],"[9.13177864e-05 1.77685369e-03 1.65901408e-01 7.00366318e-01
 1.19877435e-01 1.05283624e-02 1.11053686e-03 3.23426764e-04
 2.43010581e-05]",00605
detected_faces\00602.jpg,White,White,Male,30-39,"[5.3101867e-01 2.0403932e-04 2.7974822e-02 3.7395868e-05 2.1520503e-04
 3.5862164e-03 4.3696362e-01]",[0.94556856 0.00599838 0.00572602 0.04270703],[9.999257e-01 7.426944e-05],"[3.18124869e-08 1.93460750e-07 1.37039227e-04 1.06715374e-01
 7.82644749e-01 1.09240346e-01 1.24998554e-03 1.20178101e-05
 2.27611650e-07]",00602
detected_faces\00601.jpg,White,White,Male,30-39,"[9.9871230e-01 4.0273035e-06 4.2786475e-04 4.6176319e-06 5.9595814e-06
 9.7125430e-06 8.3546375e-04]",[9.9992537e-01 2.2964026e-05 9.2361606e-06 4.2377975e-05],[9.997148e-01 2.851503e-04],"[5.2231553e-07 2.7005369e-06 9.7158039e-04 4.4673148e-01 4.8989302e-01
 6.0511548e-02 1.8493510e-03 3.7668422e-05 2.1374537e-06]",00601
detected_faces\00600.jpg,East Asian,Asian,Male,20-29,"[0.34256172 0.00144123 0.02717147 0.55059737 0.05811514 0.00134647
 0.01876655]",[0.10037372 0.01457268 0.8838286  0.00122505],[0.9625909  0.03740919],"[1.1687160e-03 1.1503560e-02 1.0071063e-01 5.6860393e-01 2.4769020e-01
 5.9270687e-02 8.6623430e-03 2.1166657e-03 2.7328351e-04]",00600
detected_faces\00599.jpg,White,White,Male,20-29,"[9.9536365e-01 3.0931034e-05 1.5484130e-03 1.0230346e-03 4.3028872e-04
 1.1362839e-05 1.5923199e-03]",[9.8336625e-01 4.0356952e-04 1.6066117e-02 1.6406346e-04],[0.99768335 0.00231666],"[1.5524279e-04 6.9376812e-03 2.5590482e-01 5.1344723e-01 1.5993017e-01
 5.3443465e-02 8.8363104e-03 1.2153665e-03 1.2970617e-04]",00599
detected_faces\00597.jpg,Latino_Hispanic,Asian,Male,20-29,"[0.05462068 0.01683499 0.6088228  0.03180493 0.2104877  0.0273037
 0.05012512]",[0.04174191 0.05776493 0.77145755 0.12903565],[0.93817586 0.06182412],"[1.26314135e-05 5.41088404e-03 3.55527371e-01 5.52703798e-01
 8.18478093e-02 4.30628844e-03 1.59293384e-04 2.91703818e-05
 2.73183787e-06]",00597
detected_faces\00595.jpg,Latino_Hispanic,Asian,Male,40-49,"[0.20479317 0.00667071 0.39773965 0.23881315 0.09940511 0.01412056
 0.03845768]",[0.20406032 0.07797522 0.64826983 0.06969461],[0.7929646 0.2070354],"[9.84861399e-05 4.68844402e-04 4.39058337e-03 1.15868986e-01
 3.24284524e-01 4.41043168e-01 1.01955131e-01 1.13497553e-02
 5.40563255e-04]",00595
detected_faces\00590.jpg,White,White,Female,40-49,"[9.8482484e-01 1.1438050e-05 5.4918788e-03 7.1979448e-04 4.0960207e-04
 7.2020637e-05 8.4703630e-03]",[9.9656653e-01 3.6700756e-05 3.3872495e-03 9.5110008e-06],[0.03063915 0.9693608 ],"[9.6895601e-06 3.5230309e-04 9.5592625e-03 1.0306502e-01 3.5284781e-01
 4.6464330e-01 6.3016236e-02 5.9905094e-03 5.1584741e-04]",00590
detected_faces\00588.jpg,White,White,Female,30-39,"[5.69408417e-01 4.64024663e-04 5.95913231e-02 1.19002484e-01
 3.14169303e-02 2.14575615e-04 2.19902247e-01]",[9.3427515e-01 2.2473123e-03 6.3051894e-02 4.2564058e-04],[0.28515032 0.71484965],"[4.6390551e-04 4.3270290e-03 4.7646105e-02 3.6566406e-01 3.7973207e-01
 1.7805657e-01 2.1978734e-02 1.9876186e-03 1.4384903e-04]",00588
detected_faces\00585.jpg,White,White,Male,20-29,"[0.859199   0.00462161 0.07063844 0.00237305 0.00271247 0.0015415
 0.0589139 ]",[0.9616126  0.00486209 0.02673436 0.00679085],[0.9987854  0.00121463],"[3.2425512e-04 3.2927509e-02 3.3479235e-01 4.7494245e-01 1.3364984e-01
 2.0758640e-02 2.2030720e-03 3.7040524e-04 3.1507785e-05]",00585
detected_faces\00584.jpg,White,White,Male,20-29,"[8.2931709e-01 3.7238971e-04 5.0419468e-02 1.4049184e-03 3.4386939e-03
 3.9537341e-04 1.1465214e-01]",[9.9141806e-01 3.1266492e-04 7.4532665e-03 8.1601826e-04],[0.97409415 0.02590588],"[1.7906033e-04 4.5533674e-03 8.6280406e-02 5.7983404e-01 3.0192333e-01
 2.6565133e-02 6.2492181e-04 3.6230787e-05 3.4790278e-06]",00584
detected_faces\00581.jpg,White,Asian,Male,30-39,"[0.43644717 0.0632413  0.27380922 0.10107884 0.06321847 0.01571138
 0.04649358]",[0.17225529 0.30398372 0.41010603 0.113655  ],[0.8949446  0.10505541],"[2.7397918e-04 1.1393351e-03 4.1588745e-03 2.6179677e-01 4.4428897e-01
 2.2592251e-01 4.0157773e-02 1.7270837e-02 4.9909917e-03]",00581
detected_faces\00580.jpg,White,White,Male,20-29,"[0.5373495  0.00305778 0.14763881 0.24111243 0.03648609 0.00055399
 0.03380136]",[0.49510726 0.01946823 0.46714008 0.01828439],[0.9822433  0.01775668],"[1.3805058e-05 1.4849623e-04 1.7765401e-02 8.0357045e-01 1.7165177e-01
 6.5836175e-03 2.3234340e-04 2.8951134e-05 5.1137349e-06]",00580
detected_faces\00578.jpg,White,White,Female,20-29,"[0.5531896  0.00227687 0.11850156 0.2612601  0.02907366 0.00164201
 0.03405632]",[9.7635674e-01 2.7783084e-04 2.0656215e-02 2.7091410e-03],[0.02818562 0.9718144 ],"[0.00137876 0.01381694 0.03872531 0.3533998  0.33880776 0.16055907
 0.05429004 0.03089816 0.00812414]",00578
detected_faces\00575.jpg,Southeast Asian,Asian,Male,30-39,"[0.19614281 0.04153215 0.09901431 0.21218686 0.25168636 0.01552372
 0.1839138 ]",[0.20276846 0.06145032 0.48953286 0.24624838],[0.57279307 0.4272069 ],"[5.3527860e-05 6.4677396e-04 1.2289720e-02 2.5472102e-01 4.4521785e-01
 2.1989083e-01 5.3887747e-02 1.2125627e-02 1.1668936e-03]",00575
detected_faces\00574.jpg,Black,Black,Female,30-39,"[0.00207675 0.8409437  0.06877364 0.02210269 0.04286771 0.01816824
 0.00506732]",[6.9497776e-04 8.4219056e-01 1.4447844e-01 1.2636099e-02],[0.33542648 0.6645735 ],"[3.0041343e-05 5.2338495e-04 1.8840592e-02 1.7766911e-01 3.8724265e-01
 3.3798286e-01 6.6544466e-02 1.0238225e-02 9.2870498e-04]",00574
detected_faces\00572.jpg,White,White,Male,30-39,"[0.32846907 0.11010208 0.18762541 0.10419936 0.1717587  0.00696528
 0.09088016]",[0.69367075 0.14694825 0.14756413 0.01181688],[0.95298177 0.04701826],"[3.59296464e-05 6.24089676e-04 4.32952028e-03 3.47195119e-01
 5.27580202e-01 1.14838615e-01 4.90790978e-03 4.09212778e-04
 7.93833242e-05]",00572
detected_faces\00569.jpg,White,White,Female,9-Mar,"[5.9182888e-01 4.9828849e-04 1.5794765e-02 3.2455766e-01 3.0494615e-02
 3.6939012e-04 3.6456391e-02]",[0.54403347 0.0079649  0.44596773 0.0020339 ],[0.13885018 0.86114985],"[0.29932377 0.29992786 0.06568711 0.1290752  0.08700921 0.06042386
 0.02374248 0.02092169 0.01388875]",00569
detected_faces\00566.jpg,Southeast Asian,Asian,Male,20-29,"[0.05029142 0.06701082 0.12982789 0.22466335 0.44919834 0.0457045
 0.03330367]",[0.02306627 0.46024397 0.46342048 0.05326924],[0.8144513  0.18554868],"[1.18053593e-02 6.22536130e-02 1.07437514e-01 4.82880265e-01
 2.70097941e-01 5.64336218e-02 7.16200750e-03 1.60902692e-03
 3.20668943e-04]",00566
detected_faces\00565.jpg,White,White,Male,30-39,"[9.95667636e-01 7.02366106e-06 8.16490385e-04 1.41579485e-05
 2.36832420e-05 3.51214185e-05 3.43583175e-03]",[9.9987781e-01 6.2071754e-06 3.7237446e-06 1.1227890e-04],[0.9628299  0.03717006],"[6.1674683e-08 2.5729876e-06 6.8865262e-04 1.1093570e-01 6.1490119e-01
 2.6581234e-01 7.5724553e-03 8.2818937e-05 4.2010943e-06]",00565
detected_faces\00563.jpg,White,White,Female,20-29,"[0.30189174 0.10180085 0.11784037 0.13223453 0.14488457 0.03556658
 0.16578136]",[0.5440499  0.06677034 0.38144657 0.0077332 ],[0.4317983  0.56820166],"[0.04626381 0.1171073  0.12028081 0.40712106 0.22983623 0.06287032
 0.01213725 0.00328177 0.0011014 ]",00563
detected_faces\00562.jpg,Black,Black,Female,20-29,"[4.2183234e-04 9.9409825e-01 4.4033593e-03 2.2503873e-05 1.1450267e-04
 8.1511092e-04 1.2432810e-04]",[3.4446205e-04 9.9617839e-01 1.5330713e-04 3.3237829e-03],[6.0537877e-04 9.9939466e-01],"[7.2373112e-08 9.0302427e-05 4.1200507e-02 7.3291183e-01 2.2208793e-01
 3.6866274e-03 2.2289409e-05 4.4654186e-07 1.5925107e-08]",00562
detected_faces\00560.jpg,White,White,Male,20-29,"[0.43992594 0.02654668 0.15300204 0.02411607 0.02008405 0.01180726
 0.32451797]",[0.57001436 0.3241221  0.07225092 0.03361263],[0.96033597 0.039664  ],"[2.3283656e-03 1.4287431e-02 5.0925650e-02 6.1074293e-01 3.0314514e-01
 1.7178552e-02 1.3019862e-03 7.7844023e-05 1.2067847e-05]",00560
